area_ha,region,dist_perc,year,extent_m2,grid_n,grid_area_m2,cent_lon,cent_lat,min_lon,min_lat,max_lon,max_lat,samples_total_checklists,samples_median_checklists,samples_total_obs,samples_median_obs,samples_date_min,samples_date_max,samples_n_years_min,samples_n_years_max,samples_n_years_median
10000,17 - Badlands And Prairies,dist_100,2018,459189664424.7152,536,54093551677.28511,-104.52811078554805,45.54778689654318,-110.98396890281462,41.92401678325227,-99.18998413906559,48.33273120315497,3764,3,82,0,17652,17743,5,13,8
10000,17 - Badlands And Prairies,dist_100,2019,458937362411.2951,585,59038671140.32051,-104.55097125172344,45.56294851091247,-110.98396890281462,41.92401678325227,-99.18998413906559,48.33138529513187,5138,4,138,0,18017,18108,5,13,8
10000,17 - Badlands And Prairies,dist_100,2020,456414342277.0935,591,59644195972.528946,-104.50104004297255,45.517401905973635,-111.01187368025279,41.92401678325227,-99.18998413906559,48.33273120315497,5726,4,118,0,18383,18474,5,13,7
10000,17 - Badlands And Prairies,dist_100,2021,458533679189.8231,593,59846037583.2651,-104.59793521409182,45.59510335287197,-111.01187368025279,41.985348320612495,-99.18998413906559,48.33273120315497,6767,4,189,0,18748,18839,5,13,7
10000,17 - Badlands And Prairies,dist_100,2022,457070327511.98596,593,59846037583.265076,-104.55964694105327,45.57658398770393,-111.01187368025279,41.92401678325227,-99.23572105702729,48.33273120315497,7836,5,213,0,19113,19204,5,13,7
10000,18 - Shortgrass Prairie,dist_100,2010,412766093955.4037,318,32092816107.045967,-103.40551735377306,38.154406249018415,-105.32885582222598,31.085128643925326,-100.63754030774885,42.845177568663054,2600,2,11,0,14730,14821,5,13,12
10000,18 - Shortgrass Prairie,dist_100,2011,398939943619.9778,369,37239777180.81754,-103.45979261079032,38.16418432082318,-105.32885582222598,31.37926758512418,-100.39904117410045,42.87203744258224,3094,2,27,0,15095,15186,5,13,12
10000,18 - Shortgrass Prairie,dist_100,2012,407013608049.42377,430,43395946308.26982,-103.49174131568208,38.091422396884695,-105.32885582222598,31.162727026149728,-100.72703379956964,42.81412258105645,3816,3,34,0,15461,15552,5,13,11
10000,18 - Shortgrass Prairie,dist_100,2013,436280641606.1633,477,48139224160.56903,-103.40806840911111,38.086049498861634,-105.32885582222598,31.092727742697583,-100.39904117410045,42.87588514121179,5324,3,44,0,15826,15917,5,13,11
10000,18 - Shortgrass Prairie,dist_100,2014,437037547646.42377,559,56414730200.75075,-103.37337458911809,37.988233445485584,-105.32885582222598,31.085128643925326,-100.39904117410045,42.87588514121179,9223,3,62,0,16191,16282,5,13,11
10000,18 - Shortgrass Prairie,dist_100,2015,421495743619.7419,608,61359849663.78615,-103.3935040621217,38.19290844362855,-105.32885582222598,31.504441442925486,-100.39904117410045,42.87588514121179,10060,4,36,0,16556,16647,5,13,10
10000,18 - Shortgrass Prairie,dist_100,2016,424977511404.9395,705,71149167784.48888,-103.39407994155187,38.16084613023426,-105.32885582222598,31.092727742697583,-100.44309444181145,42.845177568663054,13422,4,57,0,16922,17013,5,13,10
10000,18 - Shortgrass Prairie,dist_100,2017,431285061740.44385,754,76094287247.52429,-103.32440139277776,38.11544566852149,-105.32885582222598,31.092727742697583,-100.44309444181145,42.87588514121179,15299,4,85,0,17287,17378,5,13,9
10000,18 - Shortgrass Prairie,dist_100,2018,432243809391.44025,771,77809940938.78146,-103.32105390619539,38.0964039719501,-105.32885582222598,31.162727026149728,-100.39904117410045,42.87588514121179,18890,4,67,0,17652,17743,5,13,9
10000,18 - Shortgrass Prairie,dist_100,2019,434413606706.8539,744,75085079193.84363,-103.31068099670188,38.05910657090294,-105.32885582222598,31.092727742697583,-100.39904117410045,42.87588514121179,23325,5,59,0,18017,18108,5,13,9
10000,18 - Shortgrass Prairie,dist_100,2020,448895742277.1717,735,74176791945.53091,-103.35059332391567,38.1935191674514,-105.32885582222598,31.085128643925326,-100.39904117410045,42.87588514121179,31120,5,59,0,18383,18474,5,13,9
10000,18 - Shortgrass Prairie,dist_100,2021,444001083216.8206,802,80938485905.19157,-103.29993697960329,38.153857693141,-105.32885582222598,31.085128643925326,-100.39904117410045,42.87588514121179,32556,5,54,0,18748,18839,5,13,9
10000,18 - Shortgrass Prairie,dist_100,2022,445969038921.49786,769,77608099328.04526,-103.28873848927152,38.12138583883066,-105.32885582222598,31.085128643925326,-100.39904117410045,42.87588514121179,34414,5,72,0,19113,19204,5,13,9
10000,19 - Central Mixed Grass Prairie,dist_100,2010,490424653686.13354,260,26239409395.698105,-99.09405361076493,38.25291671363977,-102.61964796702884,30.79622256114016,-96.78964614796676,42.923735799530505,844,1,2,0,14730,14821,5,13,10
10000,19 - Central Mixed Grass Prairie,dist_100,2011,504503106034.97815,279,28156904697.691406,-99.22073188200626,38.24277407887013,-102.73223350181043,30.79622256114016,-96.78964614796676,43.04103339461008,1539,1,1,0,15095,15186,5,13,10
10000,19 - Central Mixed Grass Prairie,dist_100,2012,500516734222.93994,339,34212153019.775513,-99.15754748766838,37.911400451190424,-102.51174927607607,30.762665979937026,-96.78964614796676,42.923735799530505,1839,2,4,0,15461,15552,5,13,10
10000,19 - Central Mixed Grass Prairie,dist_100,2013,495067010733.0629,433,43698708724.374054,-99.10115288625332,37.655034506460964,-102.57652044343011,31.04653177942783,-96.6839990298504,42.775979083405296,2523,2,5,0,15826,15917,5,13,9
10000,19 - Central Mixed Grass Prairie,dist_100,2014,499103842947.7863,524,52882502012.86843,-99.05808661852652,38.10038823550657,-102.43888040772269,30.762665979937026,-96.60164547666164,42.923735799530505,3506,2,4,0,16191,16282,5,13,9
10000,19 - Central Mixed Grass Prairie,dist_100,2015,499759828182.6793,540,54497234898.757614,-99.11233513729066,37.87386369979134,-102.51174927607607,31.04653177942783,-96.63720877773704,43.04103339461008,3471,2,5,0,16556,16647,5,13,9
10000,19 - Central Mixed Grass Prairie,dist_100,2016,502989293954.45795,596,60148799999.36948,-99.10818287074426,38.0700619223413,-102.61964796702884,31.04653177942783,-96.5551724349854,42.93174793330032,4002,2,8,0,16922,17013,5,13,9
